Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
9,64,"Orang-orang yang munafik itu takut akan diturunkan terhadap mereka sesuatu surat yang menerangkan apa yang tersembunyi dalam hati mereka. Katakanlah kepada mereka: ""Teruskanlah ejekan-ejekanmu (terhadap Allah dan rasul-Nya)"". Sesungguhnya Allah akan menyatakan apa yang kamu takuti itu.",286,orang orang yang munafik itu takut akan diturunkan terhadap mereka sesuatu surat yang menerangkan apa yang tersembunyi dalam hati mereka katakanlah kepada mereka teruskanlah ejekan ejekanmu terhadap allah dan rasul nya sesungguhnya allah akan menyatakan apa yang kamu takuti itu ,"['orang', 'orang', 'yang', 'munafik', 'itu', 'takut', 'akan', 'diturunkan', 'terhadap', 'mereka', 'sesuatu', 'surat', 'yang', 'menerangkan', 'apa', 'yang', 'tersembunyi', 'dalam', 'hati', 'mereka', 'katakanlah', 'kepada', 'mereka', 'teruskanlah', 'ejekan', 'ejekanmu', 'terhadap', 'allah', 'dan', 'rasul', 'nya', 'sesungguhnya', 'allah', 'akan', 'menyatakan', 'apa', 'yang', 'kamu', 'takuti', 'itu']"
9,65,"Dan jika kamu tanyakan kepada mereka (tentang apa yang mereka lakukan itu), tentulah mereka akan manjawab, ""Sesungguhnya kami hanyalah bersenda gurau dan bermain-main saja"". Katakanlah: ""Apakah dengan Allah, ayat-ayat-Nya dan Rasul-Nya kamu selalu berolok-olok?""",262,dan jika kamu tanyakan kepada mereka tentang apa yang mereka lakukan itu tentulah mereka akan manjawab sesungguhnya kami hanyalah bersenda gurau dan bermain main saja katakanlah apakah dengan allah ayat ayat nya dan rasul nya kamu selalu berolok olok ,"['dan', 'jika', 'kamu', 'tanyakan', 'kepada', 'mereka', 'tentang', 'apa', 'yang', 'mereka', 'lakukan', 'itu', 'tentulah', 'mereka', 'akan', 'manjawab', 'sesungguhnya', 'kami', 'hanyalah', 'bersenda', 'gurau', 'dan', 'bermain', 'main', 'saja', 'katakanlah', 'apakah', 'dengan', 'allah', 'ayat', 'ayat', 'nya', 'dan', 'rasul', 'nya', 'kamu', 'selalu', 'berolok', 'olok']"
9,66,"Tidak usah kamu minta maaf, karena kamu kafir sesudah beriman. Jika Kami memaafkan segolongan kamu (lantaran mereka taubat), niscaya Kami akan mengazab golongan (yang lain) disebabkan mereka adalah orang-orang yang selalu berbuat dosa.",235,tidak usah kamu minta maaf karena kamu kafir sesudah beriman jika kami memaafkan segolongan kamu lantaran mereka taubat niscaya kami akan mengazab golongan yang lain disebabkan mereka adalah orang orang yang selalu berbuat dosa ,"['tidak', 'usah', 'kamu', 'minta', 'maaf', 'karena', 'kamu', 'kafir', 'sesudah', 'beriman', 'jika', 'kami', 'memaafkan', 'segolongan', 'kamu', 'lantaran', 'mereka', 'taubat', 'niscaya', 'kami', 'akan', 'mengazab', 'golongan', 'yang', 'lain', 'disebabkan', 'mereka', 'adalah', 'orang', 'orang', 'yang', 'selalu', 'berbuat', 'dosa']"
9,67,"Orang-orang munafik laki-laki dan perempuan. sebagian dengan sebagian yang lain adalah sama, mereka menyuruh membuat yang munkar dan melarang berbuat yang maÂ´ruf dan mereka menggenggamkan tangannya. Mereka telah lupa kepada Allah, maka Allah melupakan mereka. Sesungguhnya orang-orang munafik itu adalah orang-orang yang fasik.",328,orang orang munafik laki laki dan perempuan sebagian dengan sebagian yang lain adalah sama mereka menyuruh membuat yang munkar dan melarang berbuat yang ma ruf dan mereka menggenggamkan tangannya mereka telah lupa kepada allah maka allah melupakan mereka sesungguhnya orang orang munafik itu adalah orang orang yang fasik ,"['orang', 'orang', 'munafik', 'laki', 'laki', 'dan', 'perempuan', 'sebagian', 'dengan', 'sebagian', 'yang', 'lain', 'adalah', 'sama', 'mereka', 'menyuruh', 'membuat', 'yang', 'munkar', 'dan', 'melarang', 'berbuat', 'yang', 'ma', 'ruf', 'dan', 'mereka', 'menggenggamkan', 'tangannya', 'mereka', 'telah', 'lupa', 'kepada', 'allah', 'maka', 'allah', 'melupakan', 'mereka', 'sesungguhnya', 'orang', 'orang', 'munafik', 'itu', 'adalah', 'orang', 'orang', 'yang', 'fasik']"
9,68,"Allah mengancam orang-orang munafik laki-laki dan perempuan dan orang-orang kafir dengan neraka Jahannam, mereka kekal di dalamnya. Cukuplah neraka itu bagi mereka, dan Allah melaknati mereka, dan bagi mereka azab yang kekal.",225,allah mengancam orang orang munafik laki laki dan perempuan dan orang orang kafir dengan neraka jahannam mereka kekal di dalamnya cukuplah neraka itu bagi mereka dan allah melaknati mereka dan bagi mereka azab yang kekal ,"['allah', 'mengancam', 'orang', 'orang', 'munafik', 'laki', 'laki', 'dan', 'perempuan', 'dan', 'orang', 'orang', 'kafir', 'dengan', 'neraka', 'jahannam', 'mereka', 'kekal', 'di', 'dalamnya', 'cukuplah', 'neraka', 'itu', 'bagi', 'mereka', 'dan', 'allah', 'melaknati', 'mereka', 'dan', 'bagi', 'mereka', 'azab', 'yang', 'kekal']"
9,69,"(keadaan kamu hai orang-orang munafik dan musyrikin) adalah seperti keadaan orang-orang sebelum kamu, mereka lebih kuat daripada kamu, dan lebih banyak harta dan anak-anaknya dari kamu. Maka mereka telah menikmati bagian mereka, dan kamu telah menikmati bagian kamu sebagaimana orang-orang yang sebelummu menikmati bagiannya, dan kamu mempercakapkan (hal yang batil) sebagaimana mereka mempercakapkannya. Mereka itu amalannya menjadi sia-sia di dunia dan di akhirat; dan mereka itulah orang-orang yang merugi.",509, keadaan kamu hai orang orang munafik dan musyrikin adalah sepe i keadaan orang orang sebelum kamu mereka lebih kuat daripada kamu dan lebih banyak ha a dan anak anaknya dari kamu maka mereka telah menikmati bagian mereka dan kamu telah menikmati bagian kamu sebagaimana orang orang yang sebelummu menikmati bagiannya dan kamu mempercakapkan hal yang batil sebagaimana mereka mempercakapkannya mereka itu amalannya menjadi sia sia di dunia dan di akhirat dan mereka itulah orang orang yang merugi ,"['keadaan', 'kamu', 'hai', 'orang', 'orang', 'munafik', 'dan', 'musyrikin', 'adalah', 'sepe', 'i', 'keadaan', 'orang', 'orang', 'sebelum', 'kamu', 'mereka', 'lebih', 'kuat', 'daripada', 'kamu', 'dan', 'lebih', 'banyak', 'ha', 'a', 'dan', 'anak', 'anaknya', 'dari', 'kamu', 'maka', 'mereka', 'telah', 'menikmati', 'bagian', 'mereka', 'dan', 'kamu', 'telah', 'menikmati', 'bagian', 'kamu', 'sebagaimana', 'orang', 'orang', 'yang', 'sebelummu', 'menikmati', 'bagiannya', 'dan', 'kamu', 'mempercakapkan', 'hal', 'yang', 'batil', 'sebagaimana', 'mereka', 'mempercakapkannya', 'mereka', 'itu', 'amalannya', 'menjadi', 'sia', 'sia', 'di', 'dunia', 'dan', 'di', 'akhirat', 'dan', 'mereka', 'itulah', 'orang', 'orang', 'yang', 'merugi']"
9,70,"Belumkah datang kepada mereka berita penting tentang orang-orang yang sebelum mereka, (yaitu) kaum Nuh, Â´Aad, Tsamud, kaum Ibrahim, penduduk Madyan dan negeri-negeri yang telah musnah?. Telah datang kepada mereka rasul-rasul dengan membawa keterangan yang nyata, maka Allah tidaklah sekali-kali menganiaya mereka, akan tetapi merekalah yang menganiaya diri mereka sendiri.",373,belumkah datang kepada mereka berita penting tentang orang orang yang sebelum mereka yaitu kaum nuh aad tsamud kaum ibrahim penduduk madyan dan negeri negeri yang telah musnah telah datang kepada mereka rasul rasul dengan membawa keterangan yang nyata maka allah tidaklah sekali kali menganiaya mereka akan tetapi merekalah yang menganiaya diri mereka sendiri ,"['belumkah', 'datang', 'kepada', 'mereka', 'berita', 'penting', 'tentang', 'orang', 'orang', 'yang', 'sebelum', 'mereka', 'yaitu', 'kaum', 'nuh', 'aad', 'tsamud', 'kaum', 'ibrahim', 'penduduk', 'madyan', 'dan', 'negeri', 'negeri', 'yang', 'telah', 'musnah', 'telah', 'datang', 'kepada', 'mereka', 'rasul', 'rasul', 'dengan', 'membawa', 'keterangan', 'yang', 'nyata', 'maka', 'allah', 'tidaklah', 'sekali', 'kali', 'menganiaya', 'mereka', 'akan', 'tetapi', 'merekalah', 'yang', 'menganiaya', 'diri', 'mereka', 'sendiri']"
9,71,"Dan orang-orang yang beriman, lelaki dan perempuan, sebahagian mereka (adalah) menjadi penolong bagi sebahagian yang lain. Mereka menyuruh (mengerjakan) yang maÂ´ruf, mencegah dari yang munkar, mendirikan shalat, menunaikan zakat dan mereka taat pada Allah dan Rasul-Nya. Mereka itu akan diberi rahmat oleh Allah; sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.",366,dan orang orang yang beriman lelaki dan perempuan sebahagian mereka adalah menjadi penolong bagi sebahagian yang lain mereka menyuruh mengerjakan yang ma ruf mencegah dari yang munkar mendirikan shalat menunaikan zakat dan mereka taat pada allah dan rasul nya mereka itu akan diberi rahmat oleh allah sesungguhnya allah maha perkasa lagi maha bijaksana ,"['dan', 'orang', 'orang', 'yang', 'beriman', 'lelaki', 'dan', 'perempuan', 'sebahagian', 'mereka', 'adalah', 'menjadi', 'penolong', 'bagi', 'sebahagian', 'yang', 'lain', 'mereka', 'menyuruh', 'mengerjakan', 'yang', 'ma', 'ruf', 'mencegah', 'dari', 'yang', 'munkar', 'mendirikan', 'shalat', 'menunaikan', 'zakat', 'dan', 'mereka', 'taat', 'pada', 'allah', 'dan', 'rasul', 'nya', 'mereka', 'itu', 'akan', 'diberi', 'rahmat', 'oleh', 'allah', 'sesungguhnya', 'allah', 'maha', 'perkasa', 'lagi', 'maha', 'bijaksana']"
9,72,"Allah menjanjikan kepada orang-orang mukmin, lelaki dan perempuan, (akan mendapat) surga yang dibawahnya mengalir sungai-sungai, kekal mereka di dalamnya, dan (mendapat) tempat-tempat yang bagus di surga Â´Adn. Dan keridhaan Allah adalah lebih besar; itu adalah keberuntungan yang besar.",287,allah menjanjikan kepada orang orang mukmin lelaki dan perempuan akan mendapat surga yang dibawahnya mengalir sungai sungai kekal mereka di dalamnya dan mendapat tempat tempat yang bagus di surga adn dan keridhaan allah adalah lebih besar itu adalah keberuntungan yang besar ,"['allah', 'menjanjikan', 'kepada', 'orang', 'orang', 'mukmin', 'lelaki', 'dan', 'perempuan', 'akan', 'mendapat', 'surga', 'yang', 'dibawahnya', 'mengalir', 'sungai', 'sungai', 'kekal', 'mereka', 'di', 'dalamnya', 'dan', 'mendapat', 'tempat', 'tempat', 'yang', 'bagus', 'di', 'surga', 'adn', 'dan', 'keridhaan', 'allah', 'adalah', 'lebih', 'besar', 'itu', 'adalah', 'keberuntungan', 'yang', 'besar']"
9,73,"Hai Nabi, berjihadlah (melawan) orang-orang kafir dan orang-orang munafik itu, dan bersikap keraslah terhadap mereka. Tempat mereka ialah jahannam. Dan itu adalah tempat kembali yang seburuk-buruknya.",200,hai nabi berjihadlah melawan orang orang kafir dan orang orang munafik itu dan bersikap keraslah terhadap mereka tempat mereka ialah jahannam dan itu adalah tempat kembali yang seburuk buruknya ,"['hai', 'nabi', 'berjihadlah', 'melawan', 'orang', 'orang', 'kafir', 'dan', 'orang', 'orang', 'munafik', 'itu', 'dan', 'bersikap', 'keraslah', 'terhadap', 'mereka', 'tempat', 'mereka', 'ialah', 'jahannam', 'dan', 'itu', 'adalah', 'tempat', 'kembali', 'yang', 'seburuk', 'buruknya']"
9,74,"Mereka (orang-orang munafik itu) bersumpah dengan (nama) Allah, bahwa mereka tidak mengatakan (sesuatu yang menyakitimu). Sesungguhnya mereka telah mengucapkan perkataan kekafiran, dan telah menjadi kafir sesudah Islam dan mengingini apa yang mereka tidak dapat mencapainya, dan mereka tidak mencela (Allah dan Rasul-Nya), kecuali karena Allah dan Rasul-Nya telah melimpahkan karunia-Nya kepada mereka. Maka jika mereka bertaubat, itu adalah lebih baik bagi mereka, dan jika mereka berpaling, niscaya Allah akan mengazab mereka dengan azab yang pedih di dunia dan akhirat; dan mereka sekali-kali tidaklah mempunyai pelindung dan tidak (pula) penolong di muka bumi.",664,mereka orang orang munafik itu bersumpah dengan nama allah bahwa mereka tidak mengatakan sesuatu yang menyakitimu sesungguhnya mereka telah mengucapkan perkataan kekafiran dan telah menjadi kafir sesudah islam dan mengingini apa yang mereka tidak dapat mencapainya dan mereka tidak mencela allah dan rasul nya kecuali karena allah dan rasul nya telah melimpahkan karunia nya kepada mereka maka jika mereka be aubat itu adalah lebih baik bagi mereka dan jika mereka berpaling niscaya allah akan mengazab mereka dengan azab yang pedih di dunia dan akhirat dan mereka sekali kali tidaklah mempunyai pelindung dan tidak pula penolong di muka bumi ,"['mereka', 'orang', 'orang', 'munafik', 'itu', 'bersumpah', 'dengan', 'nama', 'allah', 'bahwa', 'mereka', 'tidak', 'mengatakan', 'sesuatu', 'yang', 'menyakitimu', 'sesungguhnya', 'mereka', 'telah', 'mengucapkan', 'perkataan', 'kekafiran', 'dan', 'telah', 'menjadi', 'kafir', 'sesudah', 'islam', 'dan', 'mengingini', 'apa', 'yang', 'mereka', 'tidak', 'dapat', 'mencapainya', 'dan', 'mereka', 'tidak', 'mencela', 'allah', 'dan', 'rasul', 'nya', 'kecuali', 'karena', 'allah', 'dan', 'rasul', 'nya', 'telah', 'melimpahkan', 'karunia', 'nya', 'kepada', 'mereka', 'maka', 'jika', 'mereka', 'be', 'aubat', 'itu', 'adalah', 'lebih', 'baik', 'bagi', 'mereka', 'dan', 'jika', 'mereka', 'berpaling', 'niscaya', 'allah', 'akan', 'mengazab', 'mereka', 'dengan', 'azab', 'yang', 'pedih', 'di', 'dunia', 'dan', 'akhirat', 'dan', 'mereka', 'sekali', 'kali', 'tidaklah', 'mempunyai', 'pelindung', 'dan', 'tidak', 'pula', 'penolong', 'di', 'muka', 'bumi']"
9,75,"Dan diantara mereka ada orang yang telah berikrar kepada Allah: ""Sesungguhnya jika Allah memberikan sebahagian karunia-Nya kepada kami, pastilah kami akan bersedekah dan pastilah kami termasuk orang-orang yang saleh.",216,dan diantara mereka ada orang yang telah berikrar kepada allah sesungguhnya jika allah memberikan sebahagian karunia nya kepada kami pastilah kami akan bersedekah dan pastilah kami termasuk orang orang yang saleh ,"['dan', 'diantara', 'mereka', 'ada', 'orang', 'yang', 'telah', 'berikrar', 'kepada', 'allah', 'sesungguhnya', 'jika', 'allah', 'memberikan', 'sebahagian', 'karunia', 'nya', 'kepada', 'kami', 'pastilah', 'kami', 'akan', 'bersedekah', 'dan', 'pastilah', 'kami', 'termasuk', 'orang', 'orang', 'yang', 'saleh']"
9,76,"Maka setelah Allah memberikan kepada mereka sebahagian dari karunia-Nya, mereka kikir dengan karunia itu, dan berpaling, dan mereka memanglah orang-orang yang selalu membelakangi (kebenaran).",191,maka setelah allah memberikan kepada mereka sebahagian dari karunia nya mereka kikir dengan karunia itu dan berpaling dan mereka memanglah orang orang yang selalu membelakangi kebenaran ,"['maka', 'setelah', 'allah', 'memberikan', 'kepada', 'mereka', 'sebahagian', 'dari', 'karunia', 'nya', 'mereka', 'kikir', 'dengan', 'karunia', 'itu', 'dan', 'berpaling', 'dan', 'mereka', 'memanglah', 'orang', 'orang', 'yang', 'selalu', 'membelakangi', 'kebenaran']"
9,77,"Maka Allah menimbulkan kemunafikan pada hati mereka sampai kepada waktu mereka menemui Allah, karena mereka telah memungkiri terhadap Allah apa yang telah mereka ikrarkan kepada-Nya dan juga karena mereka selalu berdusta.",221,maka allah menimbulkan kemunafikan pada hati mereka sampai kepada waktu mereka menemui allah karena mereka telah memungkiri terhadap allah apa yang telah mereka ikrarkan kepada nya dan juga karena mereka selalu berdusta ,"['maka', 'allah', 'menimbulkan', 'kemunafikan', 'pada', 'hati', 'mereka', 'sampai', 'kepada', 'waktu', 'mereka', 'menemui', 'allah', 'karena', 'mereka', 'telah', 'memungkiri', 'terhadap', 'allah', 'apa', 'yang', 'telah', 'mereka', 'ikrarkan', 'kepada', 'nya', 'dan', 'juga', 'karena', 'mereka', 'selalu', 'berdusta']"
9,78,"Tidaklah mereka tahu bahwasanya Allah mengetahui rahasia dan bisikan mereka, dan bahwasanya Allah amat mengetahui segala yang ghaib.",132,tidaklah mereka tahu bahwasanya allah mengetahui rahasia dan bisikan mereka dan bahwasanya allah amat mengetahui segala yang ghaib ,"['tidaklah', 'mereka', 'tahu', 'bahwasanya', 'allah', 'mengetahui', 'rahasia', 'dan', 'bisikan', 'mereka', 'dan', 'bahwasanya', 'allah', 'amat', 'mengetahui', 'segala', 'yang', 'ghaib']"
9,79,"(Orang-orang munafik itu) yaitu orang-orang yang mencela orang-orang mukmin yang memberi sedekah dengan sukarela dan (mencela) orang-orang yang tidak memperoleh (untuk disedekahkan) selain sekedar kesanggupannya, maka orang-orang munafik itu menghina mereka. Allah akan membalas penghinaan mereka itu, dan untuk mereka azab yang pedih.",335, orang orang munafik itu yaitu orang orang yang mencela orang orang mukmin yang memberi sedekah dengan sukarela dan mencela orang orang yang tidak memperoleh untuk disedekahkan selain sekedar kesanggupannya maka orang orang munafik itu menghina mereka allah akan membalas penghinaan mereka itu dan untuk mereka azab yang pedih ,"['orang', 'orang', 'munafik', 'itu', 'yaitu', 'orang', 'orang', 'yang', 'mencela', 'orang', 'orang', 'mukmin', 'yang', 'memberi', 'sedekah', 'dengan', 'sukarela', 'dan', 'mencela', 'orang', 'orang', 'yang', 'tidak', 'memperoleh', 'untuk', 'disedekahkan', 'selain', 'sekedar', 'kesanggupannya', 'maka', 'orang', 'orang', 'munafik', 'itu', 'menghina', 'mereka', 'allah', 'akan', 'membalas', 'penghinaan', 'mereka', 'itu', 'dan', 'untuk', 'mereka', 'azab', 'yang', 'pedih']"
9,80,"Kamu memohonkan ampun bagi mereka atau tidak kamu mohonkan ampun bagi mereka (adalah sama saja). Kendatipun kamu memohonkan ampun bagi mereka tujuh puluh kali, namun Allah sekali-kali tidak akan memberi ampunan kepada mereka. Yang demikian itu adalah karena mereka kafir kepada Allah dan Rasul-Nya. Dan Allah tidak memberi petunjuk kepada kaum yang fasik.",355,kamu memohonkan ampun bagi mereka atau tidak kamu mohonkan ampun bagi mereka adalah sama saja kendatipun kamu memohonkan ampun bagi mereka tujuh puluh kali namun allah sekali kali tidak akan memberi ampunan kepada mereka yang demikian itu adalah karena mereka kafir kepada allah dan rasul nya dan allah tidak memberi petunjuk kepada kaum yang fasik ,"['kamu', 'memohonkan', 'ampun', 'bagi', 'mereka', 'atau', 'tidak', 'kamu', 'mohonkan', 'ampun', 'bagi', 'mereka', 'adalah', 'sama', 'saja', 'kendatipun', 'kamu', 'memohonkan', 'ampun', 'bagi', 'mereka', 'tujuh', 'puluh', 'kali', 'namun', 'allah', 'sekali', 'kali', 'tidak', 'akan', 'memberi', 'ampunan', 'kepada', 'mereka', 'yang', 'demikian', 'itu', 'adalah', 'karena', 'mereka', 'kafir', 'kepada', 'allah', 'dan', 'rasul', 'nya', 'dan', 'allah', 'tidak', 'memberi', 'petunjuk', 'kepada', 'kaum', 'yang', 'fasik']"
9,81,"Orang-orang yang ditinggalkan (tidak ikut perang) itu, merasa gembira dengan tinggalnya mereka di belakang Rasulullah, dan mereka tidak suka berjihad dengan harta dan jiwa mereka pada jalan Allah dan mereka berkata: ""Janganlah kamu berangkat (pergi berperang) dalam panas terik ini"". Katakanlah: ""Api neraka jahannam itu lebih sangat panas(nya)"" jika mereka mengetahui.",369,orang orang yang ditinggalkan tidak ikut perang itu merasa gembira dengan tinggalnya mereka di belakang rasulullah dan mereka tidak suka berjihad dengan ha a dan jiwa mereka pada jalan allah dan mereka berkata janganlah kamu berangkat pergi berperang dalam panas terik ini katakanlah api neraka jahannam itu lebih sangat panas nya jika mereka mengetahui ,"['orang', 'orang', 'yang', 'ditinggalkan', 'tidak', 'ikut', 'perang', 'itu', 'merasa', 'gembira', 'dengan', 'tinggalnya', 'mereka', 'di', 'belakang', 'rasulullah', 'dan', 'mereka', 'tidak', 'suka', 'berjihad', 'dengan', 'ha', 'a', 'dan', 'jiwa', 'mereka', 'pada', 'jalan', 'allah', 'dan', 'mereka', 'berkata', 'janganlah', 'kamu', 'berangkat', 'pergi', 'berperang', 'dalam', 'panas', 'terik', 'ini', 'katakanlah', 'api', 'neraka', 'jahannam', 'itu', 'lebih', 'sangat', 'panas', 'nya', 'jika', 'mereka', 'mengetahui']"
